Record,Location,Year,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,longitude,latitude
2017000878,BANK ST @ RIVERSIDE DR N,2017,5/25/2017,13:27:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.6772155,45.38883731
2017000879,BANK ST @ RIVERSIDE DR N,2017,8/31/2017,15:55:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.67723072,45.38883957
2017000880,BANK ST @ RIVERSIDE DR N,2017,8/30/2017,11:35:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.67722486,45.38883099
2017000881,BANK ST @ RIVERSIDE DR N,2017,7/9/2017,15:09:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.67724104,45.38884351
2017000882,BANK ST @ RIVERSIDE DR N,2017,8/9/2017,7:59:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.67722904,45.38884015
2017000883,BANK ST @ RIVERSIDE DR N,2017,10/12/2017,0:00:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,00 - Unknown,03 - P.D. only,04 - Sideswipe,-75.67724376,45.38884243
2017000884,BANK ST @ RIVERSIDE DR N,2017,9/19/2017,10:08:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.67725507,45.38884405
2017000885,BANK ST @ RIVERSIDE DR N,2017,9/11/2017,12:02:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.67723688,45.38883533
2017000886,BANK ST @ RIVERSIDE DR N,2017,11/2/2017,23:15:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,-75.67724121,45.38883148
2017000887,BANK ST @ RIVERSIDE DR N,2017,12/7/2017,15:40:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.67723501,45.38883436
2017000888,BANK ST @ RIVERSIDE DR N,2017,11/26/2017,1:40:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,-75.67723258,45.38883743
2017000889,BANK ST @ RIVERSIDE DR N,2017,12/3/2017,8:27:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.67723258,45.38883743
2017000890,BANK ST @ RIVERSIDE DR N,2017,1/9/2017,11:59:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.67725866,45.38884535
2017000891,BANK ST @ RIVERSIDE DR N,2017,1/19/2017,11:17:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.67722546,45.38883526
2017000892,BANK ST @ RIVERSIDE DR N,2017,2/15/2017,17:57:00,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.67724086,45.38885555
2017000893,BANK ST @ RIVERSIDE DR N,2017,1/20/2017,6:35:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,-75.67724383,45.38883751
2017000894,BANK ST @ RIVERSIDE DR N,2017,1/5/2017,9:05:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.67722109,45.38883735
2017000895,BANK ST @ RIVERSIDE DR N,2017,2/28/2017,21:04:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.67722395,45.38884339
2017000896,BANK ST @ RIVERSIDE DR N,2017,12/24/2017,13:58:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.67723014,45.38882994
2017000897,BANK ST @ RIVERSIDE DR N,2017,12/28/2017,23:27:00,03 - Snow,06 - Ice,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.67724292,45.38883966
2017000898,BANK ST @ RIVERSIDE DR S,2017,6/24/2017,14:28:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.67623567,45.38801137
2017000899,BANK ST @ RIVERSIDE DR S,2017,8/26/2017,15:16:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.67622809,45.38802721
2017000900,BANK ST @ RIVERSIDE DR S,2017,9/26/2017,21:27:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,-75.67624067,45.38804358
2017000901,BANK ST @ RIVERSIDE DR S,2017,9/12/2017,3:41:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.67622831,45.38801923
2017000902,BANK ST @ RIVERSIDE DR S,2017,12/14/2017,14:26:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.67622696,45.38802335
2017000903,BANK ST @ RIVERSIDE DR S,2017,1/4/2017,18:09:00,03 - Snow,06 - Ice,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,-75.67626112,45.3880236
2017000904,BANK ST @ RIVERSIDE DR S,2017,4/15/2017,18:28:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,-75.67623559,45.38801739
2017000905,BANK ST @ RIVERSIDE DR S,2017,3/25/2017,9:09:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.67623559,45.38801739
2017000906,BANK ST @ ROSEBELLA AVE,2017,2/28/2017,20:53:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,-75.62703496,45.34857364
2017000907,BANK ST @ ROTARY WAY,2017,11/17/2017,7:45:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,03 - Dawn,03 - P.D. only,03 - Rear end,-75.59778518,45.32742958
2017000908,BANK ST @ ROTARY WAY,2017,12/11/2017,16:40:00,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,-75.59778518,45.32742958
2017000909,BANK ST @ SECOND AVE,2017,8/14/2017,9:08:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.68875828,45.40371276
2017000910,BANK ST @ SECOND AVE,2017,9/30/2017,10:54:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,01 - Approaching,-75.68878011,45.40372288
2017000911,BANK ST @ SECOND AVE,2017,4/13/2017,8:30:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.68876049,45.4037107
2017000912,BANK ST @ SIEVERIGHT AVE,2017,11/11/2017,11:01:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,-75.63984661,45.35390175
2017000913,BANK ST @ SIEVERIGHT AVE,2017,2/17/2017,17:54:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,02 - Angle,-75.63984807,45.35390742
2017000914,BANK ST @ SLATER ST,2017,5/8/2017,14:08:00,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.6998195,45.41933848
2017000915,BANK ST @ SLATER ST,2017,6/29/2017,16:35:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.6998025,45.41933235
2017000916,BANK ST @ SLATER ST,2017,9/25/2017,2:24:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,-75.69979098,45.41934039
2017000917,BANK ST @ SLATER ST,2017,12/9/2017,17:33:00,03 - Snow,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.69981011,45.4193324
2017000918,BANK ST @ SLATER ST,2017,1/15/2017,6:18:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,-75.69980879,45.41932604
2017000919,BANK ST @ SLATER ST,2017,12/18/2017,9:24:00,03 - Snow,04 - Slush,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.69981884,45.41933459
2017000920,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,2017,7/18/2017,9:31:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other,-75.49528878,45.22664867
2017000921,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,2017,12/1/2017,16:30:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement,-75.49530387,45.22664495
2017000922,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,2017,11/11/2017,9:00:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.49528245,45.22665216
2017000923,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,2017,11/30/2017,10:49:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.49530387,45.22664495
2017000924,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,2017,11/13/2017,5:11:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.49531249,45.22663901
2017000925,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,2017,12/21/2017,13:00:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.49530078,45.22665065
2017000926,BANK ST @ SNAKE ISLAND RD/VICTORIA ST,2017,12/17/2017,19:18:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,-75.4953056,45.2266471
2017000927,BANK ST @ SOMERSET ST,2017,10/5/2017,9:54:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.69642002,45.41536794
2017000928,BANK ST @ SOMERSET ST,2017,9/21/2017,16:22:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.69640105,45.41536011
2017000929,BANK ST @ SOMERSET ST,2017,1/20/2017,22:35:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.69641994,45.41537032
2017000930,BANK ST @ SOUTHKEYS SC,2017,6/4/2017,15:30:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.65397132,45.35752594
2017000931,BANK ST @ SOUTHKEYS SC,2017,4/23/2017,13:08:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.65398013,45.35750795
2017000932,BANK ST @ ST. BERNARD ST,2017,10/21/2017,9:18:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.62956453,45.35001366
2017000933,BANK ST @ ST. PAUL AVE,2017,8/15/2017,19:27:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,-75.66118168,45.36691868
2017000934,BANK ST @ SUNNYSIDE AVE,2017,6/25/2017,9:30:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.68342479,45.39426369
2017000935,BANK ST @ SUNNYSIDE AVE,2017,5/20/2017,17:53:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.68343345,45.39426916
2017000936,BANK ST @ SUNNYSIDE AVE,2017,8/10/2017,13:59:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.68344988,45.39425603
2017000937,BANK ST @ SUNNYSIDE AVE,2017,9/25/2017,21:17:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,-75.68344151,45.39425255
2017000938,BANK ST @ SUNNYSIDE AVE,2017,9/11/2017,7:46:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.68342319,45.39426091
2017000939,BANK ST @ SUNNYSIDE AVE,2017,11/9/2017,21:06:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.68341645,45.39426302
2017000940,BANK ST @ SUNNYSIDE AVE,2017,1/28/2017,8:58:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.68341544,45.39426057
2017000941,BANK ST @ SUNNYSIDE AVE,2017,3/14/2017,12:42:00,01 - Clear,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.68341662,45.39425098
2017000942,BANK ST @ SURREY AVE,2017,6/27/2017,8:07:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,-75.66271177,45.36916668
2017000943,BANK ST @ SURREY AVE,2017,9/1/2017,13:59:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.66273873,45.36917494
2017000944,BANK ST @ SURREY AVE,2017,12/7/2017,8:39:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.66274181,45.36917978
2017000945,BANK ST @ SURREY AVE,2017,12/8/2017,18:22:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,-75.66274049,45.36917725
2017000946,BANK ST @ THIRD AVE,2017,8/2/2017,17:58:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,-75.68839546,45.40300997
2017000947,BANK ST @ THIRD AVE,2017,10/3/2017,17:12:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.68837929,45.4030376
2017000948,BANK ST @ VANCOUVER AVE,2017,12/14/2017,8:21:00,01 - Clear,06 - Ice,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66200905,45.36802967
2017000949,BANK ST @ VANCOUVER AVE,2017,11/19/2017,7:07:00,03 - Snow,06 - Ice,02 - Stop sign,03 - At intersection,03 - Dawn,02 - Non-fatal injury,07 - SMV other,-75.66202537,45.36803192
2017000950,BANK ST @ WALKLEY RD,2017,5/24/2017,13:21:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66331874,45.37040479
2017000951,BANK ST @ WALKLEY RD,2017,5/25/2017,13:29:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66329898,45.37043502
2017000952,BANK ST @ WALKLEY RD,2017,6/8/2017,15:22:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66328652,45.37039825
2017000953,BANK ST @ WALKLEY RD,2017,8/28/2017,21:40:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.66330289,45.37041871
2017000954,BANK ST @ WALKLEY RD,2017,8/31/2017,21:03:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,-75.66329711,45.37042666
2017000955,BANK ST @ WALKLEY RD,2017,8/30/2017,12:28:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66330295,45.37041471
2017000956,BANK ST @ WALKLEY RD,2017,9/14/2017,17:30:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66331183,45.37041893
2017000957,BANK ST @ WALKLEY RD,2017,9/5/2017,21:43:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,-75.66331171,45.37042316
2017000958,BANK ST @ WALKLEY RD,2017,10/21/2017,19:39:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,99 - Other,-75.66330167,45.37040466
2017000959,BANK ST @ WALKLEY RD,2017,9/26/2017,8:20:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.66329202,45.37040188
2017000960,BANK ST @ WALKLEY RD,2017,10/24/2017,8:23:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66330566,45.37042312
2017000961,BANK ST @ WALKLEY RD,2017,11/17/2017,14:12:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.66330003,45.37041466
2017000962,BANK ST @ WALKLEY RD,2017,12/10/2017,12:21:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,-75.66330149,45.3704167
2017000963,BANK ST @ WALKLEY RD,2017,12/4/2017,16:47:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,02 - Non-fatal injury,07 - SMV other,-75.66329286,45.37042266
2017000964,BANK ST @ WALKLEY RD,2017,1/17/2017,16:15:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66331794,45.37041043
2017000965,BANK ST @ WALKLEY RD,2017,1/15/2017,14:30:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66329469,45.37042437
2017000966,BANK ST @ WALKLEY RD,2017,1/2/2017,16:50:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,04 - Sideswipe,-75.66330672,45.37041397
2017000967,BANK ST @ WALKLEY RD,2017,1/5/2017,16:50:00,01 - Clear,06 - Ice,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,02 - Angle,-75.66330576,45.37041673
2017000968,BANK ST @ WALKLEY RD,2017,1/14/2017,14:17:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.66331694,45.37040137
2017000969,BANK ST @ WALKLEY RD,2017,1/4/2017,10:48:00,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66328373,45.37042429
2017000970,BANK ST @ WALKLEY RD,2017,3/3/2017,19:14:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.66329304,45.37041062
2017000971,BANK ST @ WALKLEY RD,2017,3/21/2017,15:22:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.66331848,45.37042284
2017000972,BANK ST @ WALKLEY RD,2017,4/1/2017,0:18:00,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,-75.66331012,45.37041074
2017000973,BANK ST @ WALKLEY RD,2017,3/24/2017,14:55:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,-75.66329277,45.37042867
2017000974,BANK ST @ WALKLEY RD,2017,4/7/2017,13:35:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.66330149,45.3704167
2017000975,BANK ST @ WALKLEY RD,2017,4/7/2017,1:46:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,-75.66330131,45.37042874
2017000976,BANK ST @ WALKLEY RD,2017,12/30/2017,17:03:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,-75.66329991,45.37042278
2017000977,BANK ST @ WALKLEY RD,2017,12/24/2017,11:11:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.66329975,45.37041456
2017000978,BANK ST @ WELLINGTON ST,2017,5/2/2017,16:09:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.7018929,45.42180653
2017000979,BANK ST @ WELLINGTON ST,2017,7/27/2017,11:36:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,-75.70190598,45.42181778
2017000980,BANK ST @ WELLINGTON ST,2017,9/5/2017,15:55:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,-75.70189978,45.42182265
2017000981,BANK ST @ WELLINGTON ST,2017,11/21/2017,18:02:00,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other,-75.70190579,45.42180189
2017000982,BANK ST @ WELLINGTON ST,2017,4/22/2017,6:36:00,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,-75.70191008,45.42180063
2017000983,BANK ST @ WELLINGTON ST,2017,7/14/2017,17:32:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,-75.70190566,45.42181263
2017000984,BANK ST @ WILTON CRES,2017,7/28/2017,17:07:00,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,-75.68539274,45.3977358
2017000985,BANK ST @ WILTON CRES,2017,9/24/2017,13:23:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,-75.68538289,45.39774138
